9.501526553,0.383708371,0.489648965,0.160066007,1
11.37230093,0.681593159,0.416561656,0.148874887,0
12.79147015,0.628937894,0.388028803,0.154890489,1
10.86650315,0.603060306,0.465691569,0.121812181,0
11.17472367,0.776147615,0.419771977,0.193939394,0
17.96573627,0.504365437,0.384023402,0.144119412,0
16.68091959,0.524482448,0.499549955,0.219831983,0
9.236208521,0.718091809,0.468826883,0.135163516,0
15.42319922,0.365616562,0.417176718,0.146444644,0
15.78448335,0.427632763,0.39909991,0.12569757,0
8.999115812,0.493474347,0.354170417,0.220417042,1
13.1640444,0.550315032,0.424242424,0.193729373,1
19.13652265,0.381233123,0.373687369,0.21230123,0
8.87379538,0.796129613,0.406810681,0.186108611,0
8.41090009,0.751530153,0.403705371,0.24159916,0
16.30270027,0.593294329,0.468541854,0.133963396,0
14.69272787,0.372862286,0.491464146,0.110111011,0
18.38008401,0.768451845,0.351575158,0.231623162,0
10.31441584,0.795814581,0.468976898,0.127407741,0
12.90662946,0.389153915,0.397029703,0.133228323,0
15.44916652,0.680108011,0.497239724,0.105505551,1
18.05379928,0.492889289,0.352745275,0.134518452,0
11.93680738,0.718316832,0.453285329,0.104305431,0
19.19748935,0.408415842,0.408445845,0.176387639,0
15.69867837,0.663411341,0.36759676,0.144269427,0
10.73327963,0.425607561,0.394944494,0.179567957,0
16.17625083,0.609990999,0.426822682,0.220927093,0
13.15162526,0.590054005,0.487233723,0.109030903,1
8.933633063,0.760666067,0.407665767,0.212661266,0
13.46774887,0.66759676,0.491089109,0.197179718,1
18.553952,0.620792079,0.42659766,0.221557156,0
11.73471407,0.401845185,0.464641464,0.136873687,0
13.1809796,0.468541854,0.385673567,0.237563756,0
16.63914611,0.690594059,0.396579658,0.178187819,0
9.923777378,0.740864086,0.38210321,0.165286529,0
16.94623762,0.460891089,0.420672067,0.212406241,0
9.848133513,0.633078308,0.411551155,0.198664866,0
17.41477798,0.719081908,0.461791179,0.1049955,1
18.15315242,0.448739874,0.455550555,0.120627063,0
9.218144314,0.528487849,0.486933693,0.160111011,0
8.973148515,0.738073807,0.425052505,0.164506451,0
9.714909991,0.708865887,0.448769877,0.19320432,0
18.42863156,0.539063906,0.395229523,0.134608461,0
